,Ortho,Phono,Length,LogFreq,meanRT
31088,sharpshooter,SArpSut#,12,5.15,787.037037
31090,shatter,Sat#,7,7.78,686.2413793
31091,shattered,Sat#d,9,7.71,647.137931
31092,shattering,Sat#IN,10,6.57,718.1111111
31093,shatterproof,Sat#pruf,12,3.4,781.8333333
31094,shatters,Sat#z,8,5.44,620.3333333
31095,shave,Sev,5,7.52,640.8064516
31096,shaved,Sevd,6,7.36,620.862069
31097,shaven,Sevn,6,6.04,669.8571429
31098,shaver,Sev#,6,5.62,678.1785714
31099,shaving,SevIN,7,7.18,737.6
31100,shavings,SevINz,8,5.76,662.8275862
31101,shaw,SO,4,8.63,715.5357143
31102,shawl,SOl,5,5.2,668.08
31103,shawls,SOlz,6,3.5,734.8333333
31104,Shawn,SOn,5,9.1,609.3571429
31105,Shawnee,SOni,7,6.07,868.8076923
31106,she,Si,3,13.1,671.8461538
31107,Shea,Si,4,7.59,722.952381
31108,sheaf,Sif,5,4.36,804.7
31109,shear,SIr,5,6.81,688.037037
31110,shearing,SIrIN,8,5.12,719.4
31111,sheath,SiT,6,6.79,906.7083333
31112,sheathe,SiD,7,2.94,1017.36
31113,sheathing,SiDIN,9,4.41,896.5925926
31114,shebang,S@baN,7,5.37,846
31115,shed,SEd,4,8.74,650.9333333
31116,shedding,SEtIN,8,6.78,696.7575758
31117,sheds,SEdz,5,6.68,776.3666667
31118,sheen,Sin,5,6.66,1068.730769
31119,sheep,Sip,5,8.93,670.6923077
31120,sheepdog,SipdOg,8,6.53,792.7666667
31121,sheepish,SipIS,8,5.42,732.6785714
31122,sheepskin,SipskIn,9,4.61,1086.724138
31123,sheer,SIr,5,8.57,781.1111111
31124,sheered,SIrd,7,1.39,711.1785714
31125,sheet,Sit,5,9.74,796.1071429
31126,sheeted,Sit@d,7,3.53,859.4333333
31127,sheeting,SitIN,8,5.12,688.7083333
31128,sheets,Sits,6,9,757.826087
31129,sheik,Sik,5,6.08,905.76
31130,sheikh,Sik,6,6.9,1077.384615
31131,Sheila,Sil@,6,7.74,790.3333333
31132,shelf,SElf,5,8.64,624.7241379
31133,shell,SEl,5,10.52,612.1428571
31134,shellac,SElak,7,5.7,743.25
31135,shelled,SEld,7,6.44,723.6333333
31136,Shelley,SEli,7,7.12,694.8214286
31137,shellfish,SElfIS,9,5.58,735.9642857
31138,shells,SElz,6,8.84,644.5172414
31139,shellshock,SElSAk,10,2.3,688.5357143
31140,shelter,SElt#,7,8.39,662.1333333
31141,sheltered,SElt#d,9,6.48,789.1612903
31142,sheltering,SElt#IN,10,5.28,726.9642857
31143,shelters,SElt#z,8,7.33,677.5517241
31144,shelve,SElv,6,4.62,674.2222222
31145,shelved,SElvd,7,5.91,691.9310345
31146,shelves,SElvz,7,8.02,740.7333333
31147,Shenandoah,SEn@ndo@,10,5.84,994.5909091
31148,shenanigan,SInanIg@n,10,2.83,971.4090909
31149,shenanigans,SInanIg@nz,11,5.6,904.2307692
31150,Shepard,SEp#d,7,6.78,678.8571429
31151,shepherd,SEp#d,8,8.19,674.7333333
31152,shepherds,SEp#dz,9,6.35,716.4137931
31153,Sheraton,SEr@t@n,8,6.48,783.6666667
31154,sherbet,S#b@t,7,3.64,703.9130435
31155,sheriff,SEr@f,7,7.46,663.3076923
31156,sheriffs,SEr@fs,8,5.65,759.3214286
31157,Sherlock,S#lAk,8,7.71,694.6666667
31158,Sherpa,S#p@,6,4.3,910.3333333
31159,sherry,SEri,6,7.64,708.1034483
31160,Sherwood,S#wUd,8,7.46,760.6296296
31161,Shetland,SEtl@nd,8,6.81,900.6521739
31162,shied,S!d,5,4.55,861.2857143
31163,shield,Sild,6,9.55,678.5862069
31164,shielded,Sild@d,8,7.1,668.8333333
31165,shielding,SildIN,9,6.83,767.6896552
31166,shields,Sildz,7,8.63,775.6071429
31167,shies,S!z,5,2.83,765.5769231
31168,shift,SIft,5,9.65,729.0384615
31169,shifted,SIft@d,7,7.96,810.5862069
31170,shifting,SIftIN,8,8.06,696.3448276
31171,shiftless,SIftl@s,9,4.09,717.2258065
31172,shifts,SIfts,6,7.88,684.9230769
31173,shifty,SIfti,6,4.69,660.78125
31174,shill,SIl,5,5.57,854.1923077
31175,shilling,SIlIN,8,5.37,750.7777778
31176,shillings,SIlINz,9,4.93,826.8
31177,shim,SIm,4,6.17,766.6296296
31178,shimmer,SIm#,7,5.07,669.64
31179,shimmering,SIm#IN,10,5.76,789.9230769
31180,shin,SIn,4,7.38,791.5
31181,shinbone,SInbon,8,1.95,814.4482759
31182,shindig,SIndIg,7,4.22,911.4090909
31183,shine,S!n,5,8.07,632.3214286
31184,shines,S!nz,6,7.03,737.9333333
31185,shingle,SINgL,7,4.86,833.5357143
31186,shingles,SINgLz,8,5.41,798.6956522
31187,shining,S!nIN,7,8.06,635.6296296
31188,shiningly,S!nINli,9,1.39,954.96
31189,Shinto,SInto,6,5.49,921
31190,Shintoism,SIntoIzm,9,3.18,1087.6875
31191,shiny,S!ni,5,7.92,658.3793103
31192,ship,SIp,4,10.85,692.0333333
31193,shipboard,SIpbOrd,9,5.26,724.0714286
31194,shipbroker,SIpbrok#,10,0,758.5333333
31195,shipbuilder,SIpbIld#,11,1.61,819.3333333
31196,shipbuilding,SIpbIldIN,12,5.01,883.9655172
31197,shipload,SIplod,8,2.77,705.9285714
31198,shipman,SIpm@n,7,4.98,680.8
31199,shipmate,SIpmet,8,3.18,720.6333333
31200,shipmates,SIpmets,9,4.6,738
31201,shipment,SIpm@nt,8,8.18,670.7142857
31202,shipments,SIpm@nts,9,7.69,679.8275862
31203,shipowner,SIpon#,9,2.08,878.7083333
31204,shipped,SIpt,7,9.9,683.8064516
31205,shipper,SIp#,7,6.45,657.1071429
31206,shippers,SIp#z,8,5.47,705.2068966
31207,shipping,SIpIN,8,11.27,766.7666667
31208,ships,SIps,5,9.8,638.3548387
31209,shipshape,SIpSep,9,3.22,766.8275862
31210,shipwreck,SIprEk,9,5.35,708.9259259
31211,shipwrecked,SIprEkt,11,4.84,703.8965517
31212,shipwright,SIpr!t,10,3.91,781.5357143
31213,shipyard,SIpjArd,8,5.51,722.2333333
31214,shipyards,SIpjArdz,9,5.48,739.6666667
31215,shire,S!r,5,6.4,679.4615385
31216,shires,S!rz,6,3.99,770.1851852
31217,shirk,S#k,5,5.12,851.1
31218,shirking,S#kIN,8,4.14,895.4285714
31219,Shirley,S#li,7,7.72,701.6774194
31220,shirt,S#t,5,9.01,647.2142857
31221,shirtfront,S#tfrVnt,10,1.95,873.6666667
31222,shirts,S#ts,6,8.06,678.0344828
31223,shirtsleeve,S#tsliv,11,1.1,885.6666667
31224,shirttail,S#ttel,9,1.95,845.137931
31225,shirtwaist,S#twest,10,3.58,902.4
31226,shiver,SIv#,6,6.54,715.7586207
31227,shivered,SIv#d,8,6.04,717.6551724
31228,shivering,SIv#IN,9,6.09,725.6153846
31229,shivery,SIv#i,7,2.71,774.7
31230,shoal,Sol,5,4.61,783.6875
31231,shoals,Solz,6,5.17,717.4090909
31232,shock,SAk,5,9.31,614.6666667
31233,shocked,SAkt,7,8.51,613.4827586
31234,shocker,SAk#,7,5.87,684.2413793
31235,shocking,SAkIN,8,7.51,587.8214286
31236,shockingly,SAkINli,10,5.12,752.1666667
31237,shockproof,SAkpruf,10,2.77,720.4137931
31238,shocks,SAks,6,7.46,643.137931
31239,shockwave,SAkwev,9,6.88,727.3076923
31240,shod,SAd,4,4.73,713.5172414
31241,shoddy,SAti,6,6.55,693.2692308
31242,shoe,Su,4,8.56,694.75
31243,shoeblack,Sublak,9,0,776
31244,shoehorn,SuhOrn,8,5.02,850.7037037
31245,shoelace,Sules,8,3.85,759.0666667
31246,shoelaces,Sules@z,9,4.86,780.65625
31247,shoemaker,Sumek#,9,5.95,781.3103448
31248,shoes,Suz,5,9.36,931.1923077
31249,shoeshine,SuS!n,9,3.81,879.1111111
31250,shoestring,SustrIN,10,5.82,807.2142857
31251,shoestrings,SustrINz,11,3.4,1075.413793
31252,shogun,SogVn,6,5.97,917.6666667
31253,shone,Son,5,5.98,759.2692308
31254,shoo,Su,4,5.38,728.8518519
31255,shooing,SuIN,7,3.5,781.7826087
31256,shook,SUk,5,8.35,689.24
31257,shoot,Sut,5,10.07,844.7037037
31258,shooter,Sut#,7,7.78,743.5517241
31259,shooters,Sut#z,8,7.01,760.8333333
31260,shooting,SutIN,8,9.61,676.5555556
31261,shootings,SutINz,9,6.51,774.25
31262,shop,SAp,4,10.24,568.6896552
31263,shopkeeper,SApkip#,10,5.67,688.6071429
31264,shopkeepers,SApkip#z,11,5.32,742.6785714
31265,shoplift,SAplIft,8,3,670.9666667
31266,shoplifter,SAplIft#,10,3.66,714.9655172
31267,shopper,SAp#,7,7.53,626.7586207
31268,shopping,SApIN,8,9.17,621.3928571
31269,shops,SAps,5,9.23,615.1785714
31270,shopwindow,SApwIndo,10,0,819.037037
31271,shopworn,SApwOrn,8,3.47,757.96
31272,shore,SOr,5,8.72,758.8064516
31273,shoreline,SOrl!n,9,6.96,721.4137931
31274,shorelines,SOrl!nz,10,4.01,726.8214286
31275,shores,SOrz,6,7.46,742.4666667
31276,shorn,SOrn,5,4.49,763.7692308
31277,short,SOrt,5,11.47,664.3103448
31278,shortage,SOrtIJ,8,7.84,712.516129
31279,shortages,SOrtIJ@z,9,6.58,782.2666667
31280,shortbread,SOrtbrEd,10,3.97,640.5172414
31281,shortcake,SOrtkek,9,4.45,729.137931
31282,shortcoming,SOrtkVmIN,11,5.74,684.1428571
31283,shortcomings,SOrtkVmINz,12,7.11,729.3333333
31284,shortcut,SOrtkVt,8,7.28,609.1071429
31285,shortcuts,SOrtkVts,9,6.79,680.5172414
31286,shorten,SOrtn,7,7.01,691.2592593
31287,shortened,SOrtnd,9,7.27,700
31288,shortening,SOrtnIN,10,6.71,820.3333333
31289,shorter,SOrt#,7,8.95,680.7741935
31290,shortest,SOrtIst,8,7.3,733.4666667
31291,shortfall,SOrtfOl,9,5.79,662.7142857
31292,shorthand,SOrthand,9,6.42,667.9642857
31293,shorthanded,SOrthant@d,11,4.85,712.0333333
31294,shortly,SOrtli,7,9.17,636.9666667
31295,shortness,SOrtn@s,9,5.26,673.3793103
31296,shorts,SOrts,6,8.62,638.3571429
31297,shortsighted,SOrts!t@d,12,5.7,795.4827586
31299,shortstop,SOrtstAp,9,5.46,715.3076923
31300,shorty,SOrti,6,5.68,667.72
31301,shot,SAt,4,10.65,654.137931
31302,shotgun,SAtgVn,7,8.15,682.7333333
31303,shotguns,SAtgVnz,8,6.82,668
31304,shots,SAts,5,9.63,595.4666667
31305,should,SUd,6,13.3,705.7777778
31306,shoulder,Sold#,8,9.34,631.0322581
31307,shouldered,Sold#d,10,4.62,708.962963
31308,shouldering,Sold#IN,11,4.06,800.9259259
31309,shoulders,Sold#z,9,8.96,701.6129032
31310,shout,S0t,5,8.1,660.9032258
31311,shouted,S0t@d,7,7.69,698.3
31312,shouting,S0tIN,8,8.06,683.1428571
31313,shouts,S0ts,6,6.79,704.3333333
31314,shove,SVv,5,7.72,730.1333333
31315,shoved,SVvd,6,7.52,678.2258065
31316,shovel,SVvL,6,6.92,665.7333333
31317,shoveled,SVvLd,8,4.53,667
31318,shovels,SVvLz,7,5.39,657.6206897
31319,shoving,SVvIN,7,6.73,780.7931034
31320,show,So,4,12.09,712.2
31321,showbiz,SobIz,7,5.6,708.3076923
31322,showboat,Sobot,8,4.93,668.6785714
31323,showcase,Sokes,8,7.86,650.7931034
31324,showdown,Sod0n,8,7.01,689.9666667
31325,showed,Sod,6,10.02,652.6206897
31326,shower,S0r,6,8.84,597.2068966
31327,showered,S0rd,8,6.17,685.5806452
31328,showerhead,S0#hEd,10,3.69,742.4333333
31329,showering,S0rIN,9,5.91,676.7857143
31330,showers,S0rz,7,7.31,623.6428571
31331,showery,S0ri,7,0.69,775.5769231
31332,showgirl,Sog#l,8,4.2,709.6785714
31333,showing,SoIN,7,10.12,657.6923077
31334,showings,SoINz,8,6.25,704.6129032
31335,showman,Som@n,7,4.67,650.0740741
31336,showmanship,Som@nSIp,11,4.81,875.24
31337,showmen,Som@n,7,2.56,829.5806452
31338,shown,Son,5,10.37,725.862069
31339,showpiece,Sopis,9,4.37,726.7241379
31340,showplace,Soples,9,3.93,763.3225806
31341,showroom,Sorum,8,6.1,691.9655172
31342,shows,Soz,5,11.07,631.3333333
31343,showy,Soi,5,4.78,690.0714286
31344,shrank,SraNk,6,5.34,670.7333333
31345,shrapnel,SrapnL,8,6.19,864.5769231
31346,shred,SrEd,5,7.28,666.8666667
31347,shredded,SrEt@d,8,6.75,699
31348,shredder,SrEt#,8,6.05,727.65625
31349,shredding,SrEtIN,9,5.81,708.1785714
31350,shreds,SrEdz,6,6.49,712.4
31351,shrew,Sru,5,5.4,738.8965517
31352,shrewd,Srud,6,5.67,773.8333333
31353,shrewdest,SrutIst,9,2.56,936.7826087
31354,shrewdly,Srudli,8,3.09,877.1333333
31355,shrewish,SruIS,8,3.4,874.2272727
31356,shriek,Srik,6,5.88,963.7826087
31357,shrieked,Srikt,8,5.38,833.8666667
31358,shrieking,SrikIN,9,5.46,711.8571429
31359,shrill,SrIl,6,6.17,666.8333333
31360,shrilled,SrIld,8,1.61,686.7037037
31361,shrilling,SrIlIN,9,2.56,768.4642857
31362,shrillness,SrIln@s,10,3.09,864.6296296
31363,shrilly,SrIlli,7,3.83,813.1111111
31364,shrimp,SrImp,6,7.6,634.4814815
31365,shrine,Sr!n,6,7.77,668.1428571
31366,shrines,Sr!nz,7,5.84,703.3703704
31367,shrink,SrINk,6,8.32,759.0344828
31368,shrinkage,SrINkIJ,9,5.56,851.962963
31369,shrinking,SrINkIN,9,7.28,710.6428571
31370,shrinks,SrINks,7,6.35,658.84
31371,shrivel,SrIvL,7,4.92,774.5172414
31372,shriveled,SrIvLd,9,4.83,807.9642857
31373,shroud,Sr0d,6,6.4,680.7692308
31374,shrouded,Sr0t@d,8,5.55,733.0357143
31375,shrub,SrVb,5,5.63,730.0714286
31376,shrubbery,SrVb#ri,9,5.08,778.1666667
31377,shrubs,SrVbz,6,5.83,630.9642857
31378,shrug,SrVg,5,7.45,697.9642857
31379,shrugged,SrVgd,8,7.49,699.6
31380,shrugs,SrVgz,6,5.67,653.5517241
31381,shrunken,SrVNk@n,8,5,689.4666667
31382,shuck,SVk,5,4.52,721.1785714
31383,shucks,SVks,6,5.68,749.8
31384,shudder,SVt#,7,7.48,654.75
31385,shuddered,SVt#d,9,6.5,682
31386,shuddering,SVt#IN,10,5.88,723.3103448
31387,shuffle,SVfL,7,7.58,649.7586207
31388,shuffleboard,SVfLbOrd,12,3.33,867.2
31389,shuffled,SVfLd,8,6.66,663.9655172
31390,shuffling,SVfLIN,9,6.54,670.9310345
31391,shun,SVn,4,6.83,661.5555556
31392,shunned,SVnd,7,6.08,708.7692308
31393,shunning,SVnIN,8,4.8,873.6206897
31394,shuns,SVnz,5,4.25,736.2222222
31395,shunt,SVnt,5,5.5,792.3
31396,shunted,SVnt@d,7,4.8,739.4615385
31397,shunts,SVnts,6,3.22,731.5714286
31398,shush,SUS,5,3.85,869
31399,shut,SVt,4,9.89,667
31400,shutdown,SVtd0n,8,8.36,662.2142857
31401,shutdowns,SVtd0nz,9,5.23,697.2857143
31402,shuts,SVts,5,6.86,671.8571429
31403,shutter,SVt#,7,7.46,690.0689655
31404,shuttered,SVt#d,9,4.22,671.6071429
31405,shutters,SVt#z,8,5.35,657.6774194
31406,shutting,SVtIN,8,7.6,742.5666667
31407,shuttle,SVtL,7,9.03,638.9285714
31408,shuttlecock,SVtLkAk,11,1.95,1010.75
31409,shuttled,SVtLd,8,4.14,708.137931
31410,shuttling,SVtLIN,9,4.49,773.4814815
31411,shy,S!,3,8.32,618.0625
31412,shyly,S!li,5,5.39,680.8846154
31413,Siamese,s!@miz,7,6.97,954.5483871
31414,Siberia,s!bIri@,7,6.89,719.7
31415,Siberian,s!bIri@n,8,6.68,708.4814815
31416,sibilant,sIb@l@nt,8,6.25,1131.5
31417,sibling,sIblIN,7,6.67,702.2
31418,sibyls,sIbLz,6,0.69,1211.529412
31419,sic,sIk,3,8.41,755.9166667
31420,Sicilian,sIsIli@n,8,5.92,877.6
31421,Sicilians,sIsIli@nz,9,2.56,823.2083333
31422,Sicily,sIs@li,6,5.81,1006.5
31423,sick,sIk,4,10,642.9310345
31424,sickbay,sIkbe,7,6.46,808.9285714
31425,sickbed,sIkbEd,7,3.37,811.0344828
31426,sicken,sIk@n,6,4.51,754.9655172
31427,sickened,sIk@nd,8,5.58,705.2333333
31428,sickening,sIk@nIN,9,6.48,797.862069
31429,sicker,sIk#,6,5.26,672.1724138
31430,sickish,sIkIS,7,0,737.3333333
31431,sickle,sIkL,6,5.97,681.4827586
31432,sickly,sIkli,6,5.86,642.0689655
31433,sickness,sIkn@s,8,7.48,704.6451613
31434,sickroom,sIkrum,8,2.48,704.25
31435,side,s!d,4,11.63,631.2413793
31436,sidearms,s!tArmz,8,4.72,725.2222222
31437,sideboard,s!dbOrd,9,6.22,655.5185185
31438,sideboards,s!dbOrdz,10,4.34,723.2666667
31439,sideburns,s!db#nz,9,4.87,707.5666667
31440,sidecar,s!dkAr,7,4.82,721.5714286
31441,sidechairs,s!dCErz,10,0,837.1481481
31442,sided,s!t@d,5,7.59,676.862069
31443,sidekick,s!dkIk,8,7.07,699.2903226
31444,sidelight,s!dl!t,9,4.08,801.4
31445,sideline,s!dl!n,8,5.87,699.6428571
31446,sidelines,s!dl!nz,9,6.29,699.9666667
31447,sidelong,s!dlON,8,3.99,696.3666667
31448,sides,s!dz,5,10.03,664.0714286
31449,sidesaddle,s!dsatL,10,3.5,850.2068966
31450,sideshow,s!dSo,8,5.94,685.3793103
31452,sidestep,s!dstEp,8,5.58,751.2142857
31453,sidesteps,s!dstEps,9,4.16,744.4
31454,sidestroke,s!dstrok,10,0.69,789.1724138
31455,sideswipe,s!dsw!p,9,4.51,662.2592593
31456,sidetrack,s!dtrak,9,4.74,642.9
31457,sidewalk,s!dwOk,8,7.31,624.6333333
31458,sidewalks,s!dwOks,9,6.52,669.9666667
31459,sideward,s!dw#d,8,2.71,710.25
31460,sideways,s!dwez,8,7.62,651.6551724
31461,sidewinder,s!dw!nt#,10,6.19,707.5714286
31462,sidewise,s!dw!z,8,2.94,674.28
31463,siding,s!tIN,6,6.33,722.4642857
31464,sidle,s!tL,5,2.94,759.3571429
31465,sidled,s!tLd,6,3.74,971.6428571
31466,Sidney,sIdni,6,7.18,776.0322581
31467,siege,siJ,5,7.46,715.0434783
31468,Siegfried,sigfrid,9,5.87,966.5
31469,sienna,siEn@,6,3.61,1021.769231
31470,sierra,siEr@,6,8.68,785.6896552
31471,sierras,siEr@z,7,5.21,786.7083333
31472,siesta,siEst@,6,5.75,817.8888889
31473,sieve,sIv,5,6.2,763.7
31474,sift,sIft,4,6.65,762.2222222
31475,sifted,sIft@d,6,5.37,768.0344828
31476,sifter,sIft#,6,2.77,750.5384615
31477,sifting,sIftIN,7,5.73,840.4583333
31478,sigh,s!,4,9.05,604.6875
31479,sighed,s!d,6,7.71,668.4444444
31480,sighing,s!IN,7,5.8,679
31481,sighs,s!z,5,6.36,661.9333333
31482,sight,s!t,5,9.57,630.7931034
31483,sighted,s!t@d,7,6.72,662.6333333
31484,sighting,s!tIN,8,7.54,728.4285714
31485,sightless,s!tl@s,9,3.78,770.1071429
31486,sights,s!ts,6,7.74,618.3103448
31487,sightsee,s!tsi,8,3.53,781.4482759
31488,sightseeing,s!tsiIN,11,6.11,829.7777778
31489,sightseer,s!tsi#,9,1.1,695.1785714
31490,sightseers,s!tsi#z,10,3.3,841.8928571
31491,sigma,sIgm@,5,7.94,714.1481481
31492,Sigmund,sIgm@nd,7,6.73,885.3448276
31493,sign,s!n,4,10.58,635.2413793
31494,signal,sIgnL,6,10.25,672.3
31495,signaled,sIgnLd,8,5.8,687.3103448
31496,signaling,sIgnLIN,9,6.65,724.8
31497,signalizes,sIgnL!z@z,10,0,963.0357143
31498,signally,sIgnLi,8,2.56,899.1578947
31499,signalman,sIgnLman,9,2.89,937.2307692
31500,signals,sIgnLz,7,9.3,644.6785714
31501,signature,sIgn@C#,9,9.91,720.8275862
31502,signatures,sIgn@C#z,10,8.82,711.1428571
31503,signed,s!nd,6,10.22,714.8965517
31504,signers,s!n#z,7,5.21,769.5
31505,significance,sIgnIf@k@ns,12,8.7,753.1111111
31506,significant,sIgnIf@k@nt,11,10.38,807.2857143
31508,significants,sIgnIf@k@nts,12,1.39,776.6129032
31510,signified,sIgn@f!d,9,5.09,702.5517241
31511,signifies,sIgn@f!z,9,6.38,777.0645161
31512,signify,sIgn@f!,7,6.5,730.8148148
31513,signing,s!nIN,7,8.89,718
31514,signor,sinjOr,6,3.33,839.8421053
31515,signora,sInjOr@,7,2.89,1070.761905
31516,signore,sInjore,7,4.47,982.7142857
31517,signpost,s!npost,8,5.59,818.8571429
31518,signposts,s!nposts,9,4.36,743.6153846
31519,signs,s!nz,5,9.61,612.1724138
31520,sikh,sik,4,7.4,1538.888889
31521,silage,s!lIJ,6,4.3,903.3076923
31522,silence,s!l@ns,7,9.18,688.2068966
31523,silenced,s!l@nst,8,6.59,736.4074074
31524,silencer,s!l@ns#,8,5.62,697.8928571
31525,silences,s!l@ns@z,8,4.67,804.3870968
31526,silencing,s!l@nsIN,9,5.68,720.1428571
31527,silent,s!l@nt,6,9.13,668.6206897
31528,silently,s!l@ntli,8,7.71,712.5925926
31529,silhouette,sIluEt,10,7.68,752.2857143
31530,silhouetted,sIluEt@d,11,4.29,806.0714286
31531,silhouettes,sIluEts,11,5.11,776.6153846
31532,silica,sIl@k@,6,6.12,842.125
31533,silicon,sIl@k@n,7,9.33,701.9285714
31534,silicone,sIl@kon,8,6.83,853.6551724
31535,silk,sIlk,4,8.26,621.3225806
31536,silken,sIlk@n,6,5.39,742.7857143
31537,silkworm,sIlkw#m,8,4.51,757.862069
31538,silkworms,sIlkw#mz,9,3.18,732.4285714
31539,silky,sIlki,5,6.94,757.1
31540,sill,sIl,4,6.08,699.3214286
31541,silliest,sIliIst,8,5.4,785
31542,silly,sIli,5,9.98,623.7931034
31543,silo,s!lo,4,6.46,677.1666667
31544,silos,s!loz,5,7.32,738.1363636
31545,silt,sIlt,4,5.2,755.9615385
31546,silver,sIlv#,6,10.1,704
31547,silverfish,sIlv#fIS,10,3.58,797.5
31548,silvers,sIlv#z,7,5.48,813.9655172
31549,silversmith,sIlv#smIT,11,4.09,752.7777778
31550,silverware,sIlv#wEr,10,5.5,723.0714286
31551,silvery,sIlv#i,7,5.79,825.7777778
31552,simian,sImi@n,6,5.75,877.4
31553,similar,sIm@l#,7,11.55,710.1428571
31554,similarities,sIm@lar@tiz,12,8.05,754.7931034
31555,similarity,sIm@lar@ti,10,7.88,889.6428571
31556,similarly,sIm@l#li,9,9.15,842.5
31557,simile,sIm@li,6,5.37,959.9130435
31558,similitude,sImIl@tud,10,3.61,1519.615385
31559,simmer,sIm#,6,7.02,881.5714286
31560,simmered,sIm#d,8,4.23,832.2857143
31561,Simmons,sIm@nz,7,7.7,865.6
31562,Simon,s!m@n,5,9.68,666.4666667
31563,simple,sImpL,6,11.35,633.5862069
31564,simpler,sImpl#,7,8.54,755.96875
31565,simples,sImpLz,7,4.95,722.8
31566,simplest,sImplIst,8,8.06,711.1724138
31567,simpleton,sImpLt@n,9,4.95,892.3571429
31568,simplex,sImplEks,7,6.27,707.3571429
31569,simplicities,sImplIs@tiz,12,3.64,920.1153846
31570,simplicity,sImplIs@ti,10,7.85,756.4827586
31572,simplified,sImpl@f!d,10,7.63,776.0769231
31573,simplifies,sImpl@f!z,10,6.27,811.2142857
31574,simplify,sImpl@f!,8,7.49,805.8275862
31575,simplistic,sImplIstIk,10,7.74,821.5862069
31576,simply,sImpli,6,11.54,705.0344828
31577,Simpson,sImpsn,7,8.81,686.9655172
31578,simulate,sImj@let,8,7.94,735.4074074
31579,simulated,sImj@let@d,9,7.7,812.9285714
31580,simulation,sImj@leSn,10,9.31,873.4285714
31581,simulator,sImj@let#,9,8.65,794.3103448
31582,simultaneous,s!mLteni@s,12,8.16,951.9285714
31584,sin,sIn,3,9.77,640.5357143
31585,Sinatra,sInAtr@,7,6.48,832.6296296
31586,since,sIns,5,12.68,710.2
31587,sincere,sInsIr,7,8.45,835
31588,sincerely,sInsIrli,9,9.02,755.1
31589,sincerest,sInsIrIst,9,5.76,1110.043478
31590,sincerity,sInsEr@ti,9,6.99,808.7586207
31591,sine,s!n,4,7.05,1012
31592,sinew,sInju,5,4.16,788.1052632
31593,sinews,sInjuz,6,3.95,844.9444444
31594,sinful,sInfL,6,6.95,677.5517241
31595,sinfulness,sInfLn@s,10,4.2,824.7692308
31596,sing,sIN,4,9.3,659.3225806
31597,Singapore,sINg@pOr,9,9.26,732.4827586
31598,singe,sInJ,5,4.77,842.75
31599,singed,sInJd,6,5.35,887.45
31600,singer,sIN#,6,9.15,801.3666667
31601,singers,sIN#z,7,8.12,714.6206897
31602,singing,sININ,7,9.44,780.5925926
31603,single,sINgL,6,11.46,831.8333333
31604,singled,sINgLd,7,6.54,712.1034483
31606,singleness,sINgLn@s,10,4.8,951.1538462
31607,singles,sINgLz,7,9.19,738.1724138
31608,singleton,sINgLt@n,9,6.14,795.8461538
31609,singly,sINgli,6,5.77,823.55
31610,sings,sINz,5,8.05,699.64
31611,singsong,sINsON,8,2.4,717.8148148
31612,singsonged,sINsONd,10,0,1013.206897
31613,singular,sINgj@l#,8,7.63,701.0666667
31614,singularity,sINgj@lar@ti,11,7.18,895.2142857
31615,singularize,sINgj@l#!z,11,0,806.2
31616,singularly,sINgj@l#li,10,5.8,767.5769231
31617,sinister,sInIst#,8,7.85,659.1481481
31618,sink,sINk,4,9.06,637.7777778
31619,sinkhole,sINkhol,8,8.66,812.9642857
31620,sinking,sINkIN,7,7.53,651.9032258
31621,sinless,sInl@s,7,5.22,877.3333333
31622,sinned,sInd,6,6.48,871.6071429
31623,sinner,sIn#,6,7.02,690.2592593
31624,sinners,sIn#z,7,6.83,757.5862069
31625,sinning,sInIN,7,5.46,764.5925926
31626,sins,sInz,4,8.56,780.7142857
31627,sinuous,sInju@s,7,3.93,804.4
31628,sinuously,sInju@sli,9,1.95,1062.1875
31629,sinuousness,sInju@sn@s,11,0,1000.882353
31630,sinus,s!n@s,5,6.03,735.1666667
31631,sinuses,s!n@s@z,7,5.38,831.9
31632,sinusitis,s!n@s!tIs,9,4.25,1255.125
31633,sinusoidal,s!n@sYtL,10,4.8,1579.888889
31634,Sioux,su,5,7.18,855
31635,sip,sIp,3,6.81,642.5185185
31636,siphon,s!fn,6,6.24,870.6666667
31637,siphoned,s!fnd,8,4.58,832.15
31638,sipped,sIpt,6,5.46,768.3571429
31639,sipping,sIpIN,7,6.33,745.8518519
31640,sir,s#,3,9.9,635.1481481
31641,sire,s!r,4,6.84,703.1071429
31642,sired,s!rd,5,4.73,815.96
31643,siren,s!r@n,5,6.57,738.0714286
31644,sirens,s!r@nz,6,6.94,749.8333333
31645,sirloin,s#lYn,7,4.38,877.4137931
31646,sirs,s#z,4,6.24,744.12
31647,sis,sIs,3,7.63,740.0333333
31648,sissy,sIsi,5,6.25,603.25
